"","specimenID","country","verbatimLocality","eventRemarks","verbatimEventDate","sex","measurementSide","ageValue","measurementType","measurementValue","template","measurementUnit","scientificName"
"30649","Ho5489","7","1","","","unknown","right","10.3","M10","61.6","radius distal breadth","mm","Hippotherium primigeneium"
"30650","Ho5490","7","1","","","unknown","left","10.3","M10","62.8","radius distal breadth","mm","Hippotherium primigeneium"
"30662","HoA54","7","1","","","male","left","10.3","M10","63.9","radius distal breadth","mm","Hippotherium primigeneium"
"30663","HoA54","7","1","","","male","right","10.3","M10","62.4","radius distal breadth","mm","Hippotherium primigeneium"
"30669","HoB5491","7","1","","","male","left","10.3","M10","63.1","radius distal breadth","mm","Hippotherium primigeneium"
"30680","HoE5449","7","1","","","female","right","10.3","M10","66.7","radius distal breadth","mm","Hippotherium primigeneium"
"30681","HoE5450","7","1","","","female","left","10.3","M10","65.4","radius distal breadth","mm","Hippotherium primigeneium"
"30686","HoG54","7","1","","","male","right","10.3","M10","65.4","radius distal breadth","mm","Hippotherium primigeneium"
"30692","HoI531","7","1","","","female","left","10.3","M10","65.5","radius distal breadth","mm","Hippotherium primigeneium"
"30697","HoII531","7","1","","","unknown","left","10.3","M10","0","radius distal breadth","mm","Hippotherium primigeneium"
"30701","HoIII54","7","1","","","unknown","left","10.3","M10","63.4","radius distal breadth","mm","Hippotherium primigeneium"
"30702","HoIII54","7","1","","","unknown","right","10.3","M10","61.5","radius distal breadth","mm","Hippotherium primigeneium"
"30704","HoT56","7","1","","","unknown","left","10.3","M10","65.7","radius distal breadth","mm","Hippotherium primigeneium"
"30710","HoV589","7","1","","","female","norecord","10.3","M10","63.6","radius distal breadth","mm","Hippotherium primigeneium"
"30715","HoY5948","7","1","","","unknown","left","10.3","M10","67.3","radius distal breadth","mm","Hippotherium primigeneium"
"30716","HoY5952","7","1","","","unknown","right","10.3","M10","0","radius distal breadth","mm","Hippotherium primigeneium"
"30726","DDnonumb1","7","2","","","unknown","norecord","10.0","M10","56.6","radius distal breadth","mm","Hippotherium primigeneium"
"30780","AMNH20640","11","2","Q5","","unknown","right","7","M10","61.5","radius distal breadth","mm","Cremohipparion probosideum"
"30781","AMNH20686","11","2","Q1","","unknown","right","7.2","M10","73.7","radius distal breadth","mm","Hippotherium  aff. brachypus"
"30782","AMNH20871","11","2","Q1","","unknown","right","7.2","M10","57.7","radius distal breadth","mm","Cremohipparion proboscideum"
"30783","AMNH22846A","11","2","Q4","","unknown","norecord","7.6","M10","62.2","radius distal breadth","mm","Cremohipparion proboscideum"
"30784","AMNH22854A","11","2","Q4","","unknown","left","7.6","M10","59.4","radius distal breadth","mm","Cremohipparion proboscideum"
"30785","AMNH22854B","11","2","Q4","","unknown","right","7.6","M10","66.4","radius distal breadth","mm","Hippotherium  aff. brachypus"
"30786","AMNH22863","11","2","Q4","","unknown","left","7.6","M10","72.9","radius distal breadth","mm","Hippotherium  aff. brachypus"
"30787","AMNH22893","11","2","Q5","","unknown","left","7.0","M10","40","radius distal breadth","mm","Cremohipparion nikosi"
"30788","AMNH22942","11","2","Q5","","unknown","left","7.0","M10","63.1","radius distal breadth","mm","Hipparion dietrichi"
"30789","AMNHRLB0405","11","2","Q5","","unknown","right","7.0","M10","48.4","radius distal breadth","mm","Cremohipparion aff. mediterraneum"
"30794","MAFIV","12","1","","","unknown","left","10.0","M10","0","radius distal breadth","mm","Hippotherium  intrans"
"30795","MAFIV","12","1","","","unknown","norecord","10.0","M10","63.6","radius distal breadth","mm","Hippotherium  intrans"
"30796","MAFIV","12","1","","","unknown","norecord","10.0","M10","0","radius distal breadth","mm","Hippotherium  intrans"
"30797","MAFIV","12","1","","","unknown","right","10.0","M10","0","radius distal breadth","mm","Hippotherium  intrans"
"30798","MAFIV","12","1","","","unknown","right","10.0","M10","0","radius distal breadth","mm","Hippotherium  intrans"
"30802","MAFIV11818","12","1","","","unknown","norecord","10.0","M10","0","radius distal breadth","mm","Hippotherium  intrans"
"30803","MAFIV11820","12","1","","","unknown","left","10.0","M10","0","radius distal breadth","mm","Hippotherium  intrans"
"30813","HGSV13259","12","2","","","unknown","right","8.5","M10","","radius distal breadth","mm","Hippotherium  sumegense"
"30815","HGS4286","12","3","","","unknown","left","9.0","M10","62.3","radius distal breadth","mm","Hippotherium  csakvarense"
"30819","MAFIV11248A","12","3","","","unknown","left","9.0","M10","67.1","radius distal breadth","mm","Hippotherium  csakvarense"
"30820","MAFIV11248B","12","3","","","unknown","right","9.0","M10","61.4","radius distal breadth","mm","Hippotherium  csakvarense"
"30821","MAFIV11248C","12","3","","","unknown","right","9.0","M10","","radius distal breadth","mm","Hippotherium  csakvarense"
"30822","MAFIV11248D","12","3","","","unknown","left","9.0","M10","","radius distal breadth","mm","Hippotherium  csakvarense"
"30853","MAFIOB3204B","12","4","","","unknown","left","7.0","M10","55.1","radius distal breadth","mm","Hippotherium  microdon"
"30862","MAFIOB378","12","4","","","unknown","left","7.0","M10","","radius distal breadth","mm","Hippotherium  microdon"
"30867","MAFIOB425","12","4","","","unknown","left","7.0","M10","","radius distal breadth","mm","Hippotherium  microdon"
"30868","MAFIVOB3204A","12","4","","","unknown","left","7.0","M10","57.9","radius distal breadth","mm","Hippotherium  microdon"
"30870","NHBJH152","15","1","","","unknown","left","6.7","M10","","radius distal breadth","mm","Hippotherium  malpassii"
"30874","KNM-LT139","19","2","","","unknown","left","6.5","M10","","radius distal breadth","mm","Eurygnathohippus feibeli"
"30882","RMNH067/1473","20","6","","","unknown","norecord","?","M10","","radius distal breadth","mm","Equid "
"30894","RMNH1530","20","6","","","unknown","norecord","?","M10","","radius distal breadth","mm","Equid "
"30897","RMNH172","20","6","","","unknown","norecord","?","M10","77.71","radius distal breadth","mm","Equid "
"30899","RMNH213","20","6","","","unknown","norecord","?","M10","","radius distal breadth","mm","Equid "
"30900","RMNH254","20","6","","","unknown","norecord","?","M10","","radius distal breadth","mm","Equid "
"30907","RMNH312","20","6","","","unknown","norecord","?","M10","85.8","radius distal breadth","mm","Equid "
"30910","RMNH502","20","6","","","unknown","norecord","?","M10","","radius distal breadth","mm","Equid "
"30914","RMNH56","20","6","","","unknown","norecord","?","M10","70.6","radius distal breadth","mm","Equid "
"30915","RMNH565","20","6","","","unknown","norecord","?","M10","75.33","radius distal breadth","mm","Equid "
"30917","RMNH6143","20","6","","","unknown","norecord","?","M10","59.9","radius distal breadth","mm","Equid "
"30920","RMNH822","20","6","","","unknown","norecord","?","M10","80.74","radius distal breadth","mm","Equid "
"30927","SAMPQL12591","23","1","E Quarry","","unknown","right","5.00","M10","57.9","radius distal breadth","mm","Eurygnathohippus hooijeri"
"30935","SAMPQL20541","23","1","E Quarry","","unknown","left","5.00","M10","61.1","radius distal breadth","mm","Eurygnathohippus hooijeri"
"30947","SAMPQL3405","23","1","E Quarry","","unknown","left","5.00","M10","56.1","radius distal breadth","mm","Eurygnathohippus hooijeri"
"30954","SAMPQL42732","23","1","E Quarry","","unknown","left","5.00","M10","","radius distal breadth","mm","Eurygnathohippus hooijeri"
"30955","SAMPQL45606","23","1","E Quarry","","unknown","right","5.00","M10","","radius distal breadth","mm","Eurygnathohippus hooijeri"
"30956","SAMPQL47783","23","1","E Quarry","","unknown","right","5.00","M10","60.7","radius distal breadth","mm","Eurygnathohippus hooijeri"
"30957","SAMPQL50248","23","1","E Quarry","","unknown","right","5.00","M10","60","radius distal breadth","mm","Eurygnathohippus hooijeri"
"30967","AMNH83602","23","300","","","male","left","recent","M10","72.5","radius distal breadth","mm","Equus zebra zebra"
"30968","AMNH83602","23","300","","","male","right","recent","M10","71.3","radius distal breadth","mm","Equus zebra zebra"
