"","SPEC_ID","PROTECTED...P","GENUS","SPECIES","COUNTRY","LOCALITY","QUARRY","DATE.COLLECTED","SEX","BONE","SIDE","AGE","variable","value","template"
"24570","PIUW1346/28","","Hippotherium ","brachypus","11","1","","","unknown","tibia","right","8.0","M8","","tibia proximal breadth"
"24571","PIUW1346/29","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M8","","tibia proximal breadth"
"24572","PIUW1346/3","","Hippotherium ","brachypus","11","1","","","unknown","tibia","right","8.0","M8","47.7","tibia proximal breadth"
"24573","PIUW1346/30","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M8","47.8","tibia proximal breadth"
"24574","PIUW1346/4","","Hippotherium ","brachypus","11","1","","","unknown","tibia","left","8.0","M8","48.3","tibia proximal breadth"
"24575","PIUW1346/5","","Hippotherium ","brachypus","11","1","","","unknown","tibia","right","8.0","M8","48.2","tibia proximal breadth"
"24576","PIUW1346/6","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M8","","tibia proximal breadth"
"24577","PIUW1346/7","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","right","8.0","M8","45.8","tibia proximal breadth"
"24578","PIUW1346/8","","Cremohipparion","mediterraneum","11","1","","","unknown","tibia","right","8.0","M8","39.6","tibia proximal breadth"
"24579","PIUW1346/9","","""Hipparion"" ","sp.","11","1","","","unknown","tibia","left","8.0","M8","","tibia proximal breadth"
"24599","MAFIV","","Hippotherium ","intrans","12","1","","","unknown","tibia","left","10.0","M8","43.2","tibia proximal breadth"
"24600","MAFIV","","Hippotherium ","intrans","12","1","","","unknown","tibia","right","10.0","M8","46.1","tibia proximal breadth"
"24601","MAFIV","","Hippotherium ","intrans","12","1","","","unknown","tibia","right","10.0","M8","0","tibia proximal breadth"
"24604","MAFIV11832","","Hippotherium ","intrans","12","1","","","unknown","tibia","right","10.0","M8","40","tibia proximal breadth"
"24607","MAFIV12135","","Hippotherium ","intrans","12","1","","","unknown","tibia","left","10.0","M8","43.2","tibia proximal breadth"
"24608","MAFIV12611","","Hippotherium ","intrans","12","1","","","unknown","tibia","right","10.0","M8","0","tibia proximal breadth"
"24609","MAFIV15685","","Hippotherium ","sp. sm.","12","1","","","unknown","tibia","left","10.0","M8","38.4","tibia proximal breadth"
"24610","MAFIV15743","","Hippotherium ","intrans","12","1","","","unknown","tibia","right","10.0","M8","44.3","tibia proximal breadth"
"24611","MAFIV15748","","Hippotherium ","intrans","12","1","","","unknown","tibia","left","10.0","M8","45.8","tibia proximal breadth"
"24612","HGSV113259A","","Hippotherium ","sumegense","12","2","","","unknown","tibia","left","8.5","M8","41.8","tibia proximal breadth"
"24614","HGSV13259B","","Hippotherium ","sumegense","12","2","","","unknown","tibia","left","8.5","M8","39.9","tibia proximal breadth"
"24616","HGS4287A","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","43.8","tibia proximal breadth"
"24617","HGS4287B","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","41.4","tibia proximal breadth"
"24618","HGS4287C","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","45.6","tibia proximal breadth"
"24623","MAFIV11253","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","43.6","tibia proximal breadth"
"24624","MAFIV112536","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M8","43.4","tibia proximal breadth"
"24625","MAFIV11253B","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","40.7","tibia proximal breadth"
"24626","MAFIV11253C","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M8","39.8","tibia proximal breadth"
"24627","MAFIV11253D","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M8","43.3","tibia proximal breadth"
"24628","MAFIV11253E","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M8","43.2","tibia proximal breadth"
"24629","MAFIV11253F","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","43.6","tibia proximal breadth"
"24630","MAFIV11253H","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","42","tibia proximal breadth"
"24631","MAFIV11253I","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M8","","tibia proximal breadth"
"24632","MAFIV11254A","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","43.1","tibia proximal breadth"
"24633","MAFIV11254B","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","43.4","tibia proximal breadth"
"24634","MAFIV11254C","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","40.6","tibia proximal breadth"
"24635","MAFIV11254D","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","","tibia proximal breadth"
"24636","MAFIV11254E","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","40.5","tibia proximal breadth"
"24637","MAFIV11254F","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","","tibia proximal breadth"
"24638","MAFIV11254G","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","left","9.0","M8","44.2","tibia proximal breadth"
"24639","MAFIV11254H","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","48.3","tibia proximal breadth"
"24640","MAFIV11254I","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","44.1","tibia proximal breadth"
"24641","MAFIV11254J","","Hippotherium ","csakvarense","12","3","","","unknown","tibia","right","9.0","M8","43.4","tibia proximal breadth"
"24646","MAFIBalt061","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M8","42.4","tibia proximal breadth"
"24649","MAFIBalt260","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M8","39.4","tibia proximal breadth"
"24651","MAFIBalt713L","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M8","36.9","tibia proximal breadth"
"24654","MAFIOB3205","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M8","41","tibia proximal breadth"
"24656","MAFIOB344A","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M8","40.9","tibia proximal breadth"
"24657","MAFIOB344B","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M8","38.8","tibia proximal breadth"
"24658","MAFIOB344C","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M8","37.6","tibia proximal breadth"
"24659","MAFIOB344D","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M8","38.1","tibia proximal breadth"
"24660","MAFIOB344E","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M8","38.4","tibia proximal breadth"
"24661","MAFIOB377","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M8","","tibia proximal breadth"
"24663","MAFIOB421A","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M8","41","tibia proximal breadth"
"24664","MAFIOB421B","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M8","39.2","tibia proximal breadth"
"24665","MAFIOB421C","","Hippotherium ","microdon","12","4","","","unknown","tibia","right","7.0","M8","40.6","tibia proximal breadth"
"24666","MAFIOB421D","","Hippotherium ","microdon","12","4","","","unknown","tibia","left","7.0","M8","39","tibia proximal breadth"
"24669","IGFCCNS2","","""Hipparion""","sp.  ","15","1","","","unknown","tibia","right","6.7","M8","","tibia proximal breadth"
"24672","KNM-LT160","","Sivalhippus","turkanensis","19","1","","","unknown","tibia","right","7.0","M8","43.5","tibia proximal breadth"
"24673","KNM-LT25448","","Sivalhippus","turkanensis","19","1","","","unknown","tibia","right","7.0","M8","","tibia proximal breadth"
"24676","KNM-LT25478B","","Sivalhippus","turkanensis","19","2","","","unknown","tibia","left","6.5","M8","52.5","tibia proximal breadth"
"24677","KNM-LT26621","","Sivalhippus","turkanensis","19","2","","","unknown","tibia","left","6.5","M8","44.8","tibia proximal breadth"
"24679","KNM-LU698","","Eurygnathohippus","cf. feibeli","19","12","","","unknown","tibia","right","7.0","M8","42.8","tibia proximal breadth"
"24680","KNM-LU817","","Eurygnathohippus","cf. feibeli","19","12","","","unknown","tibia","right","7.0","M8","40","tibia proximal breadth"
"24681","KNM-NA161","","""Hipparion"" ","sp. ","19","13","","","unknown","tibia","norecord","9.0","M8","44.7","tibia proximal breadth"
"24686","RMNH1045","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","44.42","tibia proximal breadth"
"24688","RMNH1314","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","47.31","tibia proximal breadth"
"24689","RMNH1349","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","49.07","tibia proximal breadth"
"24693","RMNH1522","","Eurygnathohippus","sp.","20","6","","","unknown","tibia","norecord","?","M8","63.01","tibia proximal breadth"
"24695","RMNH160","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","50.05","tibia proximal breadth"
"24696","RMNH1635","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","54.58","tibia proximal breadth"
"24708","RMNH3212","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","50.33","tibia proximal breadth"
"24709","RMNH418","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","52.37","tibia proximal breadth"
"24711","RMNH526","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","53.58","tibia proximal breadth"
"24712","RMNH530","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","48.41","tibia proximal breadth"
"24713","RMNH556","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","","tibia proximal breadth"
"24716","RMNH6038","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","51.97","tibia proximal breadth"
"24718","RMNH670","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","54.27","tibia proximal breadth"
"24719","RMNH786","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","49.26","tibia proximal breadth"
"24721","RMNH84","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","55.3","tibia proximal breadth"
"24722","RMNH85","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","53.09","tibia proximal breadth"
"24723","RMNH862","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","51.16","tibia proximal breadth"
"24724","RMNH883","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","54.98","tibia proximal breadth"
"24725","RMNH988","","Equid","","20","6","","","unknown","tibia","norecord","?","M8","46.18","tibia proximal breadth"
"24728","SAMPQL12733","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M8","","tibia proximal breadth"
"24732","SAMPQL20178","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M8","","tibia proximal breadth"
"24737","SAMPQL20553","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M8","46.7","tibia proximal breadth"
"24738","SAMPQL20554","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M8","43.8","tibia proximal breadth"
"24741","SAMPQL21295A","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M8","43.7","tibia proximal breadth"
"24743","SAMPQL2146A","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M8","45.3","tibia proximal breadth"
"24744","SAMPQL2147","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M8","45","tibia proximal breadth"
"24745","SAMPQL2742","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M8","","tibia proximal breadth"
"24746","SAMPQL2747","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M8","42.8","tibia proximal breadth"
"24748","SAMPQL3406","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M8","40.1","tibia proximal breadth"
"24749","SAMPQL3407","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M8","","tibia proximal breadth"
"24751","SAMPQL3411","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M8","","tibia proximal breadth"
"24759","SAMPQL5985","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","right","5.00","M8","42.6","tibia proximal breadth"
"24760","SAMPQL7570","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M8","46.6","tibia proximal breadth"
"24761","SAMPQL7932","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M8","","tibia proximal breadth"
"24763","SAMPQL9714","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M8","","tibia proximal breadth"
"24764","SAMPQL9715","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M8","45","tibia proximal breadth"
"24765","SAMPQL9718","","Eurygnathohippus","hooijeri","23","1","E Quarry","","unknown","tibia","left","5.00","M8","","tibia proximal breadth"
"24770","AS89/23","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","10.8-9.0","M8","33.8","tibia proximal breadth"
"24772","AS92/225","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","left","10.8-9.0","M8","42.9","tibia proximal breadth"
"24773","AS92/235","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","10.8-9.0","M8","41","tibia proximal breadth"
"24775","AS92/255","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","10.8-9.0","M8","41.5","tibia proximal breadth"
"24777","AS93/1213","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","9.8","M8","41.6","tibia proximal breadth"
"24781","AS94/1488","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","10.8-9.0","M8","38.2","tibia proximal breadth"
"24786","MNHNTRQ1139","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","left","9.9","M8","38","tibia proximal breadth"
"24787","MNHNTRQ1140","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","9.9","M8","42.3","tibia proximal breadth"
"24788","MNHNTRQ1141","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","left","9.9","M8","41.7","tibia proximal breadth"
"24789","MNHNTRQ1142","","""Hipparion"" ","sp.","24","2","","","unknown","tibia","right","9.9","M8","41.7","tibia proximal breadth"
"24790","ISP11P90A_OC","","""Hipparion"" ","sp.","27","1","Incorrect Loc.","","unknown","tibia","left","7.1","M8","24.92","tibia proximal breadth"
"24792","ISP13P26A","","""Hipparion"" ","sp.","27","1","","","unknown","tibia","right","7.1","M8","41","tibia proximal breadth"
"24793","ISP16P17A","","""Hipparion"" ","sp.","27","1","","","unknown","tibia","left","7.1","M8","47.3","tibia proximal breadth"
"24796","ISP237P16A","","""Hipparion"" ","sp.","27","1","","","unknown","tibia","right","7.1","M8","41.2","tibia proximal breadth"
"24797","ISP29P5A","","""Hipparion"" ","sp.","27","1","","","unknown","tibia","left","7.1","M8","50.2","tibia proximal breadth"
"24798","ISP51P29A_OC","","""Hipparion"" ","sp.","27","1","U1","","unknown","tibia","left","7.1","M8","44.15","tibia proximal breadth"
